Name,AuthID
"Dell Amerlina RAAos, MatAAas",A-6759
"DellArciprete, Lorenzo",A-2810
"DellOrletta, Felice",A-10313
"Della Pietra, Stephen A",A-14050
"Della Pietra, Vincent J",A-5646
"Della Rocca, Michelangelo",A-14010
"Dellert, Johannes",A-4977
"Delmonte, Rodolfo",A-6666
"Delmore, John",A-10785
"Delort, JeanYves",A-4050
"Delpech, Estelle",A-3292
"Delpeuch, Antonin",A-7297
"Demasco, Patrick",A-13920
"Demberg, Vera",A-5204
"Demedts, Anne",A-9923
"Demenko, Grazyna",A-18757
"Demetriou, George C",A-5686
"Demirscedilahin, Iscedilin",A-1508
"Demir, Seniz",A-10000
"Demirsahin, Isin",A-14364
"Demko, Michael",A-16814
"DemnerFushman, Dina",A-18756
"Dempster, Martin",A-13124
"Demuth, Katherine",A-13699
"Den, Yasuharu",A-7644
"Denand, Nicolas",A-3374
"Denda, Akihiro",A-12926
"Denda, Yuki",A-2823
"Dendi, Vikram",A-14726
"Dendien, Jacques",A-17018
"Dendup, Tenzin",A-17156
"Denecke, Matthias",A-3924
"Deng, Dun",A-12841
"Deng, Li",A-9322
"Deng, Lingjia",A-9965
"Deng, Peter",A-13022
"Deng, Qiang",A-5842
"Deng, Xiaotie",A-6440
"Deng, Xinyu",A-15730
"Deng, Yonggang",A-17512
"Deng, ZhiHong",A-4330
"Deng, Zhihong",A-12803
"Denis, Alexandre",A-9547
"Denis, Pascal",A-9624
"Denkowski, Michael",A-13409
"Denny, James",A-4668
"Denoual, Etienne",A-12625
"Denoyer, Ludovic",A-5088
"Densham, Ian",A-2057
"Densmore, Melissa",A-13489
"Denton, Richard",A-47
"Deodhare, Dipti",A-16869
"Deogun, Jitender S",A-1488
"Deoras, Anoop",A-9049
"Deoskar, Tejaswini",A-16731
"Deprez, F",A-17001
"Derbring, Sandra",A-4967
"Derczynski, Leon",A-8307
"Dermatas, Evangelos",A-11897
"Dermouche, Mohamed",A-17754
"Deroo, Olivier",A-16405
"Derouin, MarieJeanne",A-14110
"Derr, Alan",A-3569
"Derr, Marcia A",A-10284
"Derrick, Douglas",A-1275
"Dershowitz, Idan",A-2645
"Dershowitz, Nachum",A-17644
"Derwojedowa, Magdalena",A-14622
"Derzhanski, Ivan",A-8259
"Des Tombe, Louis",A-7947
"Desai, Shilpa",A-3232
"Desai, Swara",A-13670
"Desalle, Yann",A-6568
"Deschacht, Koen",A-3631
"Deschamp, Philippe",A-16481
"Descleacutes, Julien",A-14666
"Descles, Jean Pierre",A-2005
"Deselaers, Thomas",A-2491
"Deshmukh, Amol",A-1317
"Deshpande, Pawan",A-13355
"Desi, M",A-5555
"Desilets, Alain",A-2295
"Desipri, E",A-6673
"Dessus, Philippe",A-14451
"Dessy, Adrien",A-15141
"Deterding, Robin",A-12771
"Detering, Klaus",A-11786
"Dethlefs, Nina",A-15017
"Detienne, Boris",A-10725
"Detmold, Gaye",A-12284
"Detre, Greg",A-4985
"Deulofeu, Joseacute",A-16234
"Deutsch, Barbara G",A-7245
"Devadason, F J",A-8951
"Deveaud, Romain",A-6219
"Devereux, Barry",A-15048
"Devillers, Laurence",A-17087
"Devitt, Ann",A-9546
"Devlin, Jacob",A-7603
"Devos, Laurent",A-15497
"Devos, M",A-3493
"Dewdney, Niegel",A-8583
"Dewdney, Nigel",A-15253
"Dey, Pradip",A-5397
"Deyne, Simon De",A-12748
"Dharkar, Ankush",A-16415
"Dharmanolla, Chitti",A-36
"Dhillon, Paramveer S",A-8384
"Dhillon, Raj",A-6251
"Dhwaj, Arun",A-14894
"Di Bari, Marilena",A-8019
"Di Carlo, Jurij",A-17360
"Di Caro, Luigi",A-8188
"Di Fabbrizio, Giuseppe",A-1328
"Di Manzo, Mauro",A-12442
"Di Marco, Chrysanne",A-18055
"Di Tomaso, Vittorio",A-6596
"Di, Jiang",A-14132
"DiMarco, Chrysanne",A-842
"DiPersio, Denise",A-9678
"Diab, Mona",A-5618
"Diab, Mona T",A-13780
"Diagne, Abdel Kader",A-12026
"Diakopoulos, Nicholas",A-6453
"Diamantopoulos, Themistoklis",A-13802
"Diamond, Ted",A-9820
"Diao, Qiming",A-9946
"Dias, Gaeumll",A-18699
"Dias, Gael",A-6810
"Dias, GaAAl",A-1310
"DiasdaSilva, Bento Carlos",A-10329
Diatka Vojtch,A-18982
"Diatka, VojtAaoch",A-12064
"Diaz, Fernando",A-12478
"Diaz, JosuKa",A-15619
"DiazGuilera, Albert",A-17722
"Dichy, Joseph",A-7054
"Dickerson, Jonathan",A-16561
"Dickerson, Wayne B",A-4624
"Dickfelder, Raphael",A-15003
"Dickgieszliger, Sylvia",A-17648
"Dickinson, Anna",A-18793
"Dickinson, Markus",A-15023
"Dickinson, Sven",A-11484
"Dickmeis, Eva",A-6403
"Diderichsen, Philip",A-3383
"Diederich, Joachim",A-13727
"Diekema, Anne R",A-5094
"Diekhaus, Christoph",A-1589
"Dien, Dinh",A-6960
"Dienes, Peter",A-17052
"Diepenbeck, Melanie",A-18552
"Dierkes, Glenn",A-8649
"Diermeier, Daniel",A-11465
"Diesner, Jana",A-2622
"Dietterich, Thomas G",A-3844
"Dietterich, Tom",A-12864
"Dietz, Robert",A-10950
"Dietzel, Taiko",A-261
"Diewald, Nils",A-16036
"DiezOrzas, Pedro",A-18352
"Digalakis, Vassilios",A-10890
"Dikovsky, Alexander",A-9593
"Dilger, Werner",A-619
"Dill, Ken A",A-15785
"Dillenbourg, Pierre",A-5745
"Dillet, Bruno",A-2551
"Dilley, Stephan",A-8938
"Dillinger, Mike",A-2762
"Dillon, George",A-13798
"Dillon, Theresa",A-14444
"Dilts, Philip",A-2079
"Dimitriadis, Alexis",A-16141
"Dimitrov, Aleksandar",A-4635
"Dimitrov, Marin",A-6240
"Dimitrov, Stanko",A-14650
"Dimitrov, Stefan",A-18113
"Dimitrova, Ludmila",A-17932
"Dimitrova, Tsvetana",A-3108
"Dinarelli, Marco",A-14850
"Dinenberg, F G",A-9931
"Dines, John",A-11499
"Dinesh, Nikhil",A-11040
"Ding, Chenchen",A-11377
"Ding, Duo",A-5357
"Ding, Fan",A-9985
"Ding, Haibo",A-11378
"Ding, Jihong",A-2840
"Ding, Shilin",A-7241
"Ding, Shuoyang",A-12732
"Ding, Wei",A-6629
"Ding, Weiwei",A-17685
"Ding, Xiao",A-17048
"Ding, Xiaowen",A-6974
"Ding, Yang",A-2321
"Ding, Ying",A-10586
"Ding, Yuan",A-4491
"Ding, YungWei",A-10526
"Ding, Zhuoye",A-1095
"Dingare, Shipra",A-16542
"Dingemanse, Mark",A-14949
"Dingli, Alexiei",A-16549
"Dingwall, Alison",A-9922
"Dinh, David",A-407
"DinhThiPhuong, Thu",A-15256
"Dini, Luca",A-8168
"Dinstl, N",A-17856
"Dinu, Anca",A-10411
"Dinu, Georgiana",A-7575
"Dinu, Liviu P",A-1573
"Dinur, Elad",A-12189
"Dione, Cheikh Bamba",A-200
"Dionne, Daniel",A-3488
"Dipper, Stefanie",A-1779
"Dirix, Peter",A-9421
"Dirksen, Arthur",A-9889
"Dittmann, Henrik",A-13299
"Dittmar, Jeremiah",A-12719
"Diuk, Carlos",A-10833
"Divay, Michel",A-1035
"Divay, Olivier",A-1968
"Divi, Vijay",A-2015
"Dividino, Renata",A-3495
"Divis, Jiri",A-13576
"Divjak, Dagmar",A-13675
"Divoli, Anna",A-8286
"Diwakar, Synny",A-9055
"Diwersy, Sascha",A-13723
"Dixon, Mike",A-17665
"Dixon, Paul",A-3667
"Djomkam, Smith",A-3549
"Djordjevic, Bojan",A-6712
"Dligach, Dmitriy",A-6232
"Dlougach, Jacob",A-14920
"Do, NgocQuynh",A-3473
"Do, Quang",A-2286
"Do, Quoc Khanh",A-4659
"Do, Thi Ngoc Diep",A-6148
"Doan, Son",A-8299
"DoanNguyen, Hai",A-16771
"Dobes, Z",A-9826
"Dobnik, Simon",A-7630
"Dobree, Nicholas J S",A-17273
"Dobreva, Milena",A-6856
"Dobrinkat, Marcus",A-2105
"Dobrisek, Simon",A-10276
"Dobrovoljc, Kaja",A-10660
"Doclo, Simon",A-266
"Doddington, George R",A-18403
"Dodge, Ellen K",A-8060
"Dodge, Jesse",A-18676
"Doermann, David",A-2323
"Dogi, Grzegorz",A-2894
"Dogruoz, A Seza",A-11412
"Doherty, Gavin",A-17536
"Doherty, Stephen",A-16196
"DohertySneddon, Gwyneth",A-13101
"Dohsaka, Kohji",A-5097
"Doi, Hirohumi",A-3529
"Doi, Kouichi",A-17497
"Doi, Norihisa",A-16468
"Doi, Shinichi",A-2912
"Doi, Takao",A-6033
"Doi, Tsunehisa",A-1804
"Dolan, Bill",A-15982
"Dolan, Charles P",A-15418
"Dolan, Ron",A-14454
"Dolan, William B",A-16710
"Dolbey, Andrew",A-9365
"Dologlou, Yannis",A-7607
"DomAtildenotnguez, MartAtildenotn",A-3994
"Domenig, Marc",A-5984
"Domges, Florian",A-4225
"Domico, Kelly",A-3273
"Dominey, Peter Ford",A-13616
"Domingo, David",A-11909
"Domingo, Judith",A-9320
"Domingos, Pedro",A-12971
"Domingue, J B",A-5495
"Donaghy, Kevin",A-4795
"Donaldson, Ian",A-11948
"Donaway, Robert L",A-17513
"Donecker, Paul G",A-2543
"Dong, Anlei",A-7242
"Dong, Daxiang",A-15879
"Dong, Dong Zhen",A-1410
"Dong, Huailin",A-15350
"Dong, Li",A-14457
"Dong, Meiping",A-2676
"Dong, Ming Chui",A-2821
"Dong, MingChui",A-2504
"Dong, Minghui",A-2032
"Dong, Qiang",A-249
"Dong, Xishuang",A-5149
"Dong, Yuan",A-16226
"Dong, Zhe",A-13422
"Dong, Zhendong",A-11470
"Donghong, Ji",A-2022
"Donner, Jeff",A-1360
"Doppa, Janardhan Rao",A-9381
"Doran, Christine",A-14295
"Dorffner, Georg",A-6448
"Dorna, Michael",A-18118
"Dornescu, Iustin",A-12933
"Dorow, Beate",A-14799
"Dorr, Bonnie Jean",A-1218
"Dorre, Jochen",A-8086
"Dorrepaal, Joke",A-9908
"Dosch, Benjamin",A-12203
"Doshita, Shuji",A-6441
"Dost, Ascander",A-13652
"Dostert, Bozena",A-9007
"Dou, Qing",A-4970
"Dou, Yanzhao",A-106
"Dou, Zhicheng",A-9395
"Doualan, GaAtildelaquolle",A-13182
"Doucet, Antoine",A-982
"Dougherty, ChingYi",A-1635
"Douglas, Benjamin",A-889
"Douglas, Shona",A-3955
"Dousset, Laurent",A-4342
"Douthat, A",A-302
"Doval, Yerai",A-16735
"Dovedan, Zdravko",A-10462
"Dowdall, James",A-10445
"Dowden, Patricia",A-18751
"Dowding, John",A-11749
"Dowling, John",A-8353
"Downey, Doug",A-3098
"Downey, Ryan",A-12859
"Doyle, Gabriel",A-6933
"Doyon, Jennifer B",A-4597
"Dozier, Christopher C",A-7454
"DoAA,ruAAPz, A Seza",A-14775
"Drabek, Elliott Franco",A-9914
"Drager, David",A-12523
"Dragoni, Aldo",A-1807
"Dragut, Eduard",A-4720
"Dras, Mark",A-9971
"Draxler, Christoph",A-669
"Drechsler, Rolf",A-17725
"Dredze, Mark",A-5917
"Dreizin, Felix",A-2455
"Drellishak, Scott",A-8806
"Dresher, Elan B",A-15213
"Dreuw, Philippe",A-8469
"Drewek, R",A-10909
"Drewes, Frank",A-12795
"Dreyer, Markus",A-1863
"Dridan, Rebecca",A-11567
"Driesen, Joris",A-10164
Dring Marten,A-19099
"Driscoll, Alan S",A-5163
"Drissi, Youssef",A-3989
"Drndarevic, Biljana",A-14520
"Drobac, Senka",A-16752
"Drossaers, Marc F J",A-13292
"Drozd, Janus",A-4957
"Drozdzynski, Witold",A-8874
Drr Oliver,A-19070
"Druck, Gregory",A-6406
"Drude, Sebastian",A-13629
"Drummey, Kevin W",A-1014
"Drummond, Joanna",A-4288
"DuAringiexclek, OndAringaCej",A-5788
"Du, Jinhua",A-9041
"Du, Lan",A-10773
"Du, Lin",A-8173
"Du, Mian",A-7550
"Du, Weifu",A-13782
"Du, Xinkai",A-180
"Du, Yantao",A-81
"Du, Yongping",A-17582
"Du, Yuan",A-4082
DuAringiexclek OndAringej,A-18967
"DuVall, Scott",A-2165
"Duan, Huizhong",A-13013
"Duan, Jianyong",A-13610
"Duan, Junwen",A-7349
"Duan, Lei",A-7493
"Duan, Manjuan",A-7290
"Duan, Miyi",A-18673
"Duan, Nan",A-14858
"Duan, Weisi",A-15519
"Duan, Xiangyu",A-9523
"Duan, Yajuan",A-3535
"Duarte, Inecircs",A-14083
"Duarte, Julio C",A-10477
"Duarte, Sergio",A-18041
"Dubbin, Gregory",A-8095
"Dubey, Amit",A-13608
"Dubhashi, Devdatt",A-15236
"Dubiner, Moshe",A-12459
"Duboue, Pablo Ariel",A-2579
"Dubremetz, Marie",A-8030
"Dubuc, Julien",A-7042
"Dubuisson, Jimmy",A-12005
"Duch, Wlodzislaw",A-11608
"Duchateau, Jacques",A-3544
"Duchier, Denys",A-11880
"Ducott, Richard",A-15296
"Dudda, Friedrich",A-10706
"Dudik, Miroslav",A-10242
Dueas George,A-19085
Duek Ondej,A-18861
"DueAAas, George",A-16759
"Duff, David",A-9729
"Duffield, Cecily Jill",A-3985
"Duffort, Lucie",A-283
"Duffy, Nigel",A-17160
"Duffy, Patrick",A-2681
"Dufour, Richard",A-5436
"Dugas, Andre",A-17270
"Dugast, Lo",A-15624
"Dugast, Loiumlc",A-5470
"Duh, Kevin",A-5818
"Dukers, Alex",A-11912
"Dukes, Kais",A-14349
"Duma, Daniel",A-10344
"Duma, Melania",A-18479
"Dumais, Susan",A-13044
"Dumitrescu, Cristian",A-9794
"Dumitrescu, Stefan Daniel",A-3962
"Dumouchel, P",A-6955
"Dumoulin, Benoit",A-8294
"Duncan, Susan",A-298
"Duneld, Martin",A-9166
"Dungan, Jennifer",A-7272
"Dungarwal, Piyush",A-15974
"Dungca, Gary",A-16527
"Dunham, Joel",A-2838
"Dunietz, Jesse",A-7794
"DuninKeplicz, Barbara",A-13111
"Dunlavy, Daniel M",A-18505
"Dunlop, Aaron",A-9060
"Dunn, Jonathan",A-15614
"Dunne, Cody",A-674
"Dunne, Simon",A-648
"Dunning, Ted E",A-2040
"Dunnion, John",A-8185
"Duong, Long",A-1237
"Duplessis, Annie",A-6913
"Dupoux, Emmanuel",A-17571
"Dupuch, LaAtildelaquotitia",A-14759
"Dupuch, Marie",A-7457
"Dupuy, Sylvain",A-6516
"Dura, Elzbieta",A-14560
"Durbin, Richard",A-9600
"Durgar ElKahlout, Ilknur",A-3299
"Durgar ElKahlout, AAdeglknur",A-9650
"Durham, Stanton P",A-8520
"Duric, Adnan",A-5270
"Durieux, Gert",A-9698
Durn Muoz Isabel,A-18985
"Durrani, Nadir",A-1853
"Durrell, Martin",A-1076
"Durrett, Greg",A-880
"DurAAn MuAAoz, Isabel",A-1420
"Dutoit, Dominique",A-15479
"Dutton, Dawn",A-10063
"Duvert, Freacutedeacuteric",A-17317
"Duvignau, Karine",A-1432
"Duzi, Marie",A-14617
"DuAAek, OndAaCej",A-5567
Dvila Hctor,A-19032
"Dwehus, Dagmar",A-16005
Dwiger Holger,A-18909
"Dwiggins, Don",A-6580
"Dwyer, Kenneth",A-8905
"Dybkjaer, Hans",A-10373
"Dybkjaer, Laila",A-9653
"Dyer, Charles R",A-6328
"Dyer, Chris",A-10671
"Dyer, Christopher J",A-2919
"Dyer, Michael G",A-13867
"Dyer, R R",A-11449
"Dylla, Maximilian",A-5281
"Dymetman, Marc",A-14687
"Dyvik, Helge",A-5403
"Dzhubanov, Askar",A-504
"Dzifcak, Juraj",A-16570
"Dzikovska, Myroslava O",A-18649
Dziurzyski Lukasz,A-19034
"DziurzyAaski, Lukasz",A-12115
"DAAvila, HAAcctor",A-9012
"DAAaz de Ilarraza, Arantza",A-8417
"DAA  ring, Marten",A-9373
"DAA  rr, Oliver",A-4862
"DAA  wiger, Holger",A-12384
"E Banchs, Rafael",A-17138
"EESLEY, Kenneth R B",A-13910
"Eades, Domenyk",A-14407
"Eagle, Nathan",A-16487
"Eales, James",A-12176
"Early, Susana",A-3097
"Eastman, C M",A-16900
"Eastmond, John F G",A-610
"Eberle, Kurt",A-3134
"Ebert, Christian",A-16589
"Ebert, Sebastian",A-8572
"Ebling, Sarah",A-14676
"Ebrahim, Mohamed",A-6782
"Ebrahimi, Javid",A-9994
"Echihabi, Abdessamad",A-17111
"Echinard, S",A-7884
"Echizenya, Hiroshi",A-16639
"EchizenYa, Hiroshi",A-11494
"Echizenya, Hiroshi",A-4848
"Eck, Karen",A-3243
"Eck, Matthias",A-10923
"Eckart, Kerstin",A-3118
"Eckart, Richard",A-7717
"Eckart, Thomas",A-10231
"Ecker, Doris",A-12368
"Eckert, Miriam",A-2724
"EckleKohler, Judith",A-10468
"Eckmann, JeanPierre",A-1849
"Eddy, Bruce",A-14683
"Edelman, Shimon",A-1396
"Edelstam, Fredrik",A-4751
"Edlund, Jens",A-5266
"Edmonds, Philip G",A-12769
"Edmundson, H P",A-18348
"Edupuganty, Balanjaninath",A-6061
"Edwards, Douglas",A-2814
"Edwards, Jaety",A-3013
"Edwards, Jane",A-10172
"Edwards, Peter",A-5319
"Edwards, William R",A-2889
"EegOlofsson, Mats",A-13356
"Eetemadi, Sauleh",A-16351
"Effelsberg, Wolfgang",A-14513
"Efremova, Julia",A-609
"Efstathiou, Ioannis",A-2652
"Egan, Melissa",A-15240
"Egea, Angels",A-17776
"Egedi, Dania",A-12948
"Eger, Steffen",A-7406
"Egg, Markus",A-14746
"Eggers, H",A-4365
"Egges, Arjan",A-13273
"Eguchi, Koji",A-16177
"Ehara, Terumasa",A-2875
"Ehara, Yo",A-14717
"Ehlen, Patrick",A-9949
"Ehling, Nicola",A-11875
"Ehmer, Oliver",A-1322
"EhrensbergerDow, Maureen",A-14369
"Ehrig, Heiko",A-18438
"Ehrlemark, Anna",A-18244
"Ehrlich, Kate",A-767
"Ehrlich, Ute",A-10800
"Ehrmann, Maud",A-18551
"Ehsani, Farzad",A-9297
"Ehsani, Razieh",A-11892
"Eichhorn, Ole",A-10244
"Eichler, Kathrin",A-17641
"Eichmann, David",A-11926
"Eichstaedt, Johannes",A-3307
"Eidelman, Vladimir",A-2983
"Eigner, Thomas",A-11569
"Eiichiro, SUMITA",A-12746
"Eineborg, Martin",A-18799
"Eiron, Iris",A-5187
"Eisele, Andreas",A-4400
"Eisenstadt, Marc",A-10886
"Eisenstein, Jacob",A-17213
"Eishold, Florian",A-4790
"Eisner, Jason M",A-7357
"Ejerhed, Eva I",A-17671
"Ekbal, Asif",A-1261
"Eklund, AnnMarie",A-12932
"Eklund, Johan",A-2965
"Eklund, Robert",A-12338
"El Asri, Layla",A-17335
"El Demerdash, Osama",A-17770
"El Ghali, Adil",A-9560
"El Hadi, Widad Mustafa",A-1132
"El Isbihani, Anas",A-5417
"El Kahki, Ali",A-1651
"El Kholy, Ahmed",A-12472
"El Kourdi, Mohamed",A-8614
"El Maarouf, Ismail",A-13686
"ElBegraveze, Marc",A-3197
"ElBeltagy, Samhaa R",A-12530
"ElDesoky, Amr",A-16849
"ElHachem, Jinan",A-13372
"ElHaj, Mahmoud",A-15395
"ElHajj, Wassim",A-8454
"ElKahlout, Ilknur Durgar",A-647
"ElMakky, Nagwa",A-9213
"ElShishiny, Hisham",A-911
"Elkaref, Mohab",A-3528
"ElKateb, Sabry",A-2626
"Elbassuoni, Shady",A-3199
"Elchuri, Harsha",A-16850
"Eldeacuten, Lars",A-12354
"Eldawy, Mohamed",A-4566
"Elder, Elizabeth",A-9408
"Elder, John",A-1726
"Elder, Leona",A-15159
"Elenius, Kjell",A-9476
"Elfardy, Heba",A-17423
"Elgersma, Erik",A-9778
"Elghafari, Anas",A-7629
"Elhadad, Michael",A-17274
"Elhadad, Noeacutemie",A-10204
"Elhadad, Noemie",A-552
"Elhadad, NoAAcmie",A-17127
"Elia, Annibale",A-2290
"Elia, Antonella",A-7157
"Eliasson, Anders",A-7775
"Elkan, Charles",A-10634
"ElkatebGara, Faiza",A-17410
"Elkhlifi, Aymen",A-1402
"Elkins, Aaron",A-533
"Elkiss, Aaron",A-5279
"Elko, G W",A-4610
"Ell, Basil",A-5794
"Ellard, Dan",A-10578
"Ellbogen, Tania",A-5487
"Ellendorff, Tilia",A-12231
"Elliot, Kyle",A-3582
"Elliott, Debbie",A-12037
"Elliott, Desmond",A-14574
"Elliott, John",A-9827
"Ellis, Dan",A-16803
"Ellis, David",A-13620
"Ellis, Ged",A-10687
"Ellis, Joe",A-2047
"Ellis, Nick",A-18648
"Ellison, Noel",A-11085
"Ellison, T Mark",A-2382
"Ellman, Jeremy",A-12650
"Ellouze Khemekhem, Mariem",A-16193
"Ellsworth, Michael",A-13968
"Elluru, Naresh Kumar",A-1702
"Elluru, Raghavendra",A-10330
"Elmacioglu, Ergin",A-5819
"Elmi, Mohammad Ali",A-16419
"Elming, Jakob",A-15366
"Elnaggar, Ayman",A-4619
"Elouazizi, Noureddine",A-17747
"Elsayed, Tamer",A-7218
"Elshamy, Wesam",A-13528
"Elsner, Micha",A-8625
"Elson, David",A-17758
"Elson, David K",A-618
"Elworthy, David",A-11735
"Ely, John",A-12366
"Elzer, Stephanie",A-3111
"Emadzadeh, Ehsan",A-11784
"Emam, Ossama",A-2536
"Emami, Ahmad",A-16229
"Embanga Aborobongui, Martial",A-10304
"Embarek, Mehdi",A-4062
"Emele, Martin C",A-10864
"Emerard, Francoise",A-13609
"Emerson, Guy",A-5790
"Emerson, Lori",A-14589
"Emerson, Thomas",A-7182
"Emery, Gary",A-4251
"Emirkanian, Louisette",A-15421
"Emms, Martin",A-7812
"Emonts, Michael",A-4845
"Emorine, Olivier M",A-9379
"Enache, Ramona",A-11714
"Endo, Shoko",A-11452
"Endo, Tsutomu",A-17202
"EndresNiggemeyer, Brigitte",A-10549
"Endriss, Cornelia",A-3482
"Endriss, Ulle",A-15013
"Eneva, Elena",A-15572
"Eng, Katherine",A-18139
"Engdahl, Elisabet",A-3443
"Engebretson, A Maynard",A-5209
"Engel Thomas, Cecilia",A-8265
"Engel, Donald",A-562
"Engel, Ralf",A-6435
"Engelberg, KlausJurgen",A-16751
"Engelbrecht, Herman A",A-10377
"Engelbrecht, KlausPeter",A-15618
"Engelfriet, Joost",A-9069
"Engelien, Gerhard",A-15289
"Engelkamp, Judith",A-9804
"Engelken, Henriette",A-17049
"Engelman, Carl",A-15267
"Engels, Gregor",A-15600
"Engelson, Sean P",A-11301
"Engkoo Team, Microsoft",A-17924
"English, Michael",A-1306
"Engonopoulos, Nikolaos",A-1685
"Engonopoulos, Nikos",A-8893
"EngstrAtildeparam, Christopher",A-5901
"Enguehard, C",A-2319
"Enguehard, Chantal",A-10619
"Enjalbert, Patrice",A-68
"Enns, Peter",A-12493
"Enoki, Miki",A-15197
"Enomoto, Hajime",A-5626
"Enomoto, Kousuke",A-11125
"Enomoto, Mika",A-8192
"Enriacutequez, Fernando",A-13790
"Enright, Jessica",A-15582
"Ensais, B Migault",A-3246
"Entwisle, J",A-14648
"Eom, Soojeong",A-2428
"Epstein, Mark",A-12102
"Epstein, Martin N",A-9364
"Epstein, Samuel S",A-2853
"Epstein, Susan L",A-6970
"Erbach, Gregor",A-17587
"Erbs, Nicolai",A-3281
"Ercegovccaronevicacute, Miloscaron",A-3904
"Erdem, Esra",A-1892
"Erdenebat, Dashtseren",A-3427
"Erdogmus, Deniz",A-13291
"Erell, Adoram",A-11888
"Erhart, George",A-2640
"Erickson, Brad",A-3506
"Ericsson, Stina",A-17149
"Eriguchi, Akiko",A-1528
"Eriguchi, Yoshio",A-12373
"Eriksson, Gunnar",A-11391
"Erjavec, TomaxE",A-9046
"Erk, Katrin",A-8447
"Erkan, Gunes",A-3718
"Erni, M",A-2461
"Ernst, Alexandra",A-7785
"ErteschikShir, Nomi",A-18602
"Ertugrul, Ali Mert",A-12707
"EryixFit, Guumllscedilen",A-11869
"Eryigit, Gulsen",A-12558
"EryiAA,it, GAA  lsen",A-14851
"EryiAA,it, GAA  lAA,en",A-11046
"Escalante, Hugo Jair",A-4323
"Esch, Dietmar",A-4891
"Eschenbach, Carola",A-3046
"Eschevarry, Juliaacuten David",A-5282
"EscobarMolano, Martha",A-12169
"Escudeiro, Nuno",A-10852
"Escudero, Gerard",A-13692
"Eshghi, Arash",A-17257
"Eshky, Aciel",A-6917
"Eskander, Ramy",A-15530
"Eskenazi, Maxine",A-6680
"Eskin, Eleazar",A-16048
"EspaAtildeplusmnaBonet, Cristina",A-9651
"Espantildea, S",A-1696
EspaaBonet Cristina,A-19116
"Esparza, Javier",A-177
"EspaAAaBonet, Cristina",A-8240
"Espeja, Sergio",A-4575
"Espesser, Robert",A-8464
"Espinosa, Dominic",A-10518
"Espinoza, Mauricio",A-2848
"EsplAtildenbspGomis, Miquel",A-12918
EsplGomis Miquel,A-18857
"EsplAA Gomis, Miquel",A-18177
"Esposito, F",A-569
"Esposito, Joseph",A-15609
"Esquerra, Ignasi",A-391
"Estegraveve, Yannick",A-12606
"Estabrooks, Andrew",A-3884
"Esteban, Jose",A-254
"Ester, Martin",A-7300
"Esteve Ferrer, Eva",A-13591
"EsteveElizalde, Cristina",A-16659
"Estival, D",A-3915
"Estival, Dominique",A-5675
"Estrada, Rainel",A-8637
"Estrella, Paula",A-2449
Estve Yannick,A-19152
"EstAAve, Yannick",A-3743
"Esuli, Andrea",A-11554
"Etchegoyhen, Thierry",A-2830
"Ethis, Emmanuel",A-1640
"Ettelaie, Emil",A-16967
"Etter, Peter von",A-13598
"Ettlinger, Marc",A-6532
"Etxeberria, Izaskun",A-5625
"Etzioni, Oren",A-13768
"Etzioni, Zohar",A-3681
"Eubank, Stephen",A-6892
"Eugenio, Barbara Di",A-3832
"Eustice, Kevin",A-847
"Evang, Kilian",A-11744
"Evanini, Keelan",A-18364
"Evans, Bruce",A-15574
"Evans, Chris",A-17304
"Evans, Dave",A-474
"Evans, David A",A-14934
"Evans, David Kirk",A-15932
"Evans, James",A-10851
"Evans, Richard",A-14456
"Evans, Roger",A-12091
"EvenZohar, Yair",A-2510
"Evens, Martha W",A-9509
"Everett, Stephanie S",A-12328
"Evers, Mark",A-1913
"Everson, Richard",A-71
"Evert, Stefan",A-16324
"Evett, Lindsay J",A-11638
"Exley, Andy",A-4804
"Exner, Peter",A-16004
"Exton, Chris",A-1578
"Eyassu, Samuel",A-5178
Eyigz Elif,A-18930
"EyigAAPz, Elif",A-11357
"Eyraud, Remi",A-2272
"Ezeiza, Nerea",A-11699
"EzenCan, Aysu",A-18484
"Ezra, Jefferson",A-5677
F T,A-18929
"Feacutek, Maacuterk",A-3386
"Fuumlgen, Christian",A-7662
"Fuumlloumlp, Zoltaacuten",A-12171
"Fuumlrstenau, Hagen",A-14946
"Faaszlig, Gertrud",A-1048
"Fabbri, Marco",A-13137
"Fabbri, Renato",A-14580
"Fabbrizio, Giuseppe",A-15760
"Fabens, William",A-9640
Fabre Ceacutecile,A-18871
"Fabre, Cecile",A-15310
"Fabre, CAAccile",A-4100
"Fabri, Ray",A-849
"Fabricz, Karoly",A-11743
"Faconti, Giorgio P",A-4422
"Fadaee, Hakimeh",A-12423
"Fader, Anthony",A-15139
"Fadida, Hanna",A-1307
"Faessler, Erik",A-6037
"Fafiotte, Georges",A-13909
"Fagarasan, Luana",A-18307
"Fagerlund, Martin",A-7422
"Faghiri, Pegah",A-1289
"Fahlman, Scott E",A-4358
"Fahmi, Ismail",A-9708
"Fahmy, Aly",A-17892
"Fahrni, Angela",A-466
"Faikenhainer, Brian",A-6419
"Fail, Stefanie",A-7092
"Faili, Feshaam",A-6940
"Faili, Heshaam",A-10460
"Fainsilber, Lynn",A-4922
"Fairfield, John",A-7547
"Fairley, Irene R",A-14198
"Fairon, Ceacutedrick",A-16797
