KeywordID,PaperID
K-1477,C82-1019
K-1477,C86-1016
K-1477,C88-1006
K-1477,C88-1022
K-1477,C90-2010
K-1477,C90-2012
K-1477,C90-2073
K-1477,C90-3035
K-1477,C92-1016
K-1477,C92-1027
K-1477,C94-2135
K-1477,C96-1024
K-1477,E87-1003
K-1477,E89-1007
K-1477,E89-1027
K-1477,E89-1040
K-1477,E89-1042
K-1477,E93-1003
K-1477,E95-1038
K-1477,J81-4003
K-1477,J87-1001
K-1477,J91-4002
K-1477,P00-1057
K-1477,P14-1134
K-1477,P84-1018
K-1477,P90-1020
K-1477,P93-1015
K-1477,T87-1011
K-1477,T87-1042
K-1477,W00-1431
K-1477,W04-2805
K-1477,W09-3726
K-1477,W13-2307
K-1477,W13-2607
K-1477,W98-1308
K-1477,W98-1431
K-1478,H01-1046
K-1478,I08-1010
K-1478,P12-1062
K-1478,P14-2108
K-1478,P92-1017
K-1478,W00-1217
K-1478,W09-0107
K-1478,W99-0909
K-1479,A94-1003
K-1479,A94-1004
K-1479,C82-1036
K-1479,C86-1098
K-1479,H90-1067
K-1479,P08-3012
K-1479,P11-1075
K-1479,P84-1001
K-1479,W04-1212
K-1479,W07-1017
K-1479,W07-1027
K-1479,W14-3409
K-1480,N06-1057
K-1480,P13-4018
K-1480,W06-1610
K-1480,W13-4012
K-1481,C10-2130
K-1482,P05-2005
K-1482,P99-1031
K-1482,W97-0303
K-1483,C86-1044
K-1483,C90-3053
K-1483,W10-4357
K-1484,C10-2063
K-1484,C92-2100
K-1484,E12-1036
K-1484,E83-1010
K-1484,I08-2106
K-1484,N07-1049
K-1484,P86-1015
K-1484,P88-1021
K-1484,P91-1051
K-1484,P96-1028
K-1484,P99-1072
K-1484,W09-2808
K-1484,W14-1818
K-1485,P97-1026
K-1485,W94-0111
K-1486,A00-2020
K-1486,C04-1113
K-1486,C14-1120
K-1486,C67-1014
K-1486,C82-1045
K-1486,C82-2053
K-1486,C96-1027
K-1486,D10-1062
K-1486,D12-1139
K-1486,J93-3002
K-1486,P06-1023
K-1486,P11-2037
K-1486,P80-1018
K-1486,P90-1022
K-1486,P92-1044
K-1486,P92-1048
K-1486,W02-2023
K-1486,W03-1007
K-1486,W04-2601
K-1486,W05-0609
K-1486,W09-3725
K-1486,W13-1408
K-1486,W14-2002
K-1487,P12-2019
K-1487,P99-1055
K-1487,W03-0606
K-1487,W04-1312
K-1487,W06-0907
K-1487,W07-1030
K-1488,C04-1049
K-1488,C08-2028
K-1488,J11-2006
K-1488,W06-1322
K-1488,W08-0114
K-1488,W09-3915
K-1488,W10-2705
K-1488,W10-4328
K-1488,W10-4329
K-1488,W10-4341
K-1488,W11-2026
K-1488,W12-1817
K-1488,W12-2802
K-1488,W12-3505
K-1488,W14-0207
K-1488,W14-5402
K-1489,C90-3093
K-1489,D08-1022
K-1489,D10-1030
K-1489,E14-1064
K-1489,I08-4011
K-1489,W11-1011
K-1490,E93-1045
K-1490,N09-5004
K-1490,P04-1070
K-1490,P11-1068
K-1490,P89-1017
K-1490,P95-1022
K-1490,W14-3915
K-1491,W97-0905
K-1492,A97-1040
K-1492,W13-1406
K-1493,C14-2025
K-1493,C86-1019
K-1493,H91-1062
K-1493,H93-1040
K-1493,H94-1018
K-1493,N09-2040
K-1493,P10-3007
K-1493,T75-2027
K-1494,W08-0333
K-1494,W12-2424
K-1495,A00-2011
K-1495,C00-2139
K-1495,C02-1024
K-1495,C04-1002
K-1495,C10-2033
K-1495,C14-1151
K-1495,C65-1005
K-1495,C65-1009
K-1495,C67-1004
K-1495,C73-1017
K-1495,C82-1054
K-1495,C90-2053
K-1495,C92-1060
K-1495,C92-2092
K-1495,C92-4185
K-1495,C92-4189
K-1495,C94-2138
K-1495,C94-2161
K-1495,C96-1021
K-1495,D12-1094
K-1495,E06-1013
K-1495,E14-1039
K-1495,E89-1032
K-1495,E91-1013
K-1495,E91-1052
K-1495,H05-1017
K-1495,H90-1003
K-1495,H90-1032
K-1495,H90-1036
K-1495,H91-1009
K-1495,H91-1046
K-1495,H92-1024
K-1495,H93-1047
K-1495,H94-1077
K-1495,I05-1031
K-1495,I05-1039
K-1495,I05-3016
K-1495,I08-2076
K-1495,J03-1006
K-1495,J04-2005
K-1495,J04-3004
K-1495,J80-2002
K-1495,J87-1004
K-1495,J88-1003
K-1495,J94-1001
K-1495,J94-4002
K-1495,M98-1022
K-1495,N01-1024
K-1495,N04-4024
K-1495,N10-1092
K-1495,N13-1015
K-1495,P03-1071
K-1495,P05-1047
K-1495,P10-1050
K-1495,P11-4011
K-1495,P12-1065
K-1495,P12-2017
K-1495,P14-1099
K-1495,P91-1013
K-1495,P92-1011
K-1495,P92-1017
K-1495,P94-1017
K-1495,P95-1023
K-1495,P95-1031
K-1495,P96-1032
K-1495,P96-1047
K-1495,P97-1041
K-1495,P98-2156
K-1495,P98-2186
K-1495,P99-1079
K-1495,S13-2041
K-1495,W01-0713
K-1495,W02-1003
K-1495,W02-1820
K-1495,W03-0414
K-1495,W03-1020
K-1495,W05-0813
K-1495,W06-1521
K-1495,W07-0206
K-1495,W08-1132
K-1495,W08-1139
K-1495,W09-1120
K-1495,W09-3209
K-1495,W10-2901
K-1495,W12-0706
K-1495,W12-4106
K-1495,W14-4011
K-1495,W94-0206
K-1495,W97-0107
K-1496,I08-3004
K-1496,W14-4603
K-1497,C14-1184
K-1497,C14-2014
K-1497,C73-2001
K-1497,D09-1094
K-1497,P09-1080
K-1497,P11-1077
K-1497,P15-2096
K-1497,W11-1515
K-1497,W12-0413
K-1497,W14-1203
K-1498,C82-2021
K-1498,E85-1017
K-1498,P80-1038
K-1499,C80-1036
K-1499,P05-1031
K-1500,D10-1091
K-1500,D14-1099
K-1500,D16-1015
K-1500,H01-1058
K-1500,J07-4002
K-1500,N09-2003
K-1500,P01-1007
K-1500,P06-2020
K-1500,P12-1052
K-1500,P14-1021
K-1500,P15-2023
K-1500,P15-2042
K-1500,P16-1017
K-1500,Q14-1010
K-1500,W09-3811
K-1500,W12-2101
K-1501,C67-1032
K-1501,D10-1023
K-1501,D13-1180
K-1501,D16-1115
K-1501,D16-1193
K-1501,N03-2030
K-1501,N04-1024
K-1501,P00-1052
K-1501,P01-1014
K-1501,P06-1030
K-1501,P13-1026
K-1501,P14-1144
K-1501,P14-2029
K-1501,P15-1053
K-1501,P16-1205
K-1501,P98-1032
K-1501,W03-0209
K-1501,W04-1705
K-1501,W05-0206
K-1501,W10-1013
K-1501,W12-0303
K-1501,W12-2007
K-1501,W13-0902
K-1501,W13-3601
K-1501,W14-1807
K-1501,W14-2104
K-1501,W98-0303
K-1502,A00-1015
K-1502,C00-1018
K-1502,C73-1014
K-1502,C80-1041
K-1502,C82-1063
K-1502,C88-1005
K-1502,D14-1098
K-1502,E14-1001
K-1502,I08-2125
K-1502,N12-3001
K-1502,P02-1001
K-1502,P13-2007
K-1502,P15-1085
K-1502,P16-1195
K-1502,P79-1015
K-1502,P84-1001
K-1502,W02-1510
K-1502,W08-0506
K-1502,W08-1706
K-1502,W09-1501
K-1502,W09-3807
K-1502,W11-0224
K-1502,W14-3409
K-1502,W14-3906
K-1502,W14-3909
K-1502,W14-3910
K-1502,W14-3916
K-1502,W99-0513
K-1503,A00-1033
K-1503,A94-1022
K-1503,C00-1051
K-1503,C92-3140
K-1503,C94-2140
K-1503,C96-2135
K-1503,E91-1007
K-1503,H01-1072
K-1503,H89-2026
K-1503,H90-1004
K-1503,H91-1043
K-1503,I05-1013
K-1503,P01-1045
K-1503,P07-3003
K-1503,P15-1127
K-1503,P16-1152
K-1503,P99-1054
K-1503,Q13-1010
K-1503,W03-0418
K-1503,W04-0302
K-1503,W05-0628
K-1503,W06-1110
K-1503,W07-1217
K-1503,W07-1701
K-1503,W09-0428
K-1503,W12-3407
K-1503,W97-1309
K-1504,W98-0208
K-1505,D10-1108
K-1505,W01-1409
K-1506,C08-2019
K-1506,E09-1087
K-1506,J01-3002
K-1506,J84-3001
K-1506,M91-1007
K-1506,P05-3017
K-1507,C96-2161
K-1507,I08-1014
K-1507,N13-1008
K-1507,P14-1105
K-1507,P84-1089
K-1507,P98-1056
K-1508,C96-2188
K-1509,P99-1062
K-1510,C92-3158
K-1510,E09-2004
K-1510,W10-4333
K-1511,A00-1005
K-1511,C04-1116
K-1511,D07-1048
K-1511,P03-2027
K-1511,P06-1093
K-1511,P96-1036
K-1511,W03-0704
K-1511,W04-3003
K-1512,H05-1062
K-1512,H90-1033
K-1512,H93-1073
K-1512,W10-4348
K-1513,C10-2086
K-1513,E12-1045
K-1513,N10-1130
K-1513,P10-1076
K-1513,P11-1122
K-1513,W12-6217
K-1514,A94-1024
K-1514,A97-1047
K-1514,C00-1042
K-1514,C04-1203
K-1514,C73-1014
K-1514,C73-2007
K-1514,C94-1081
K-1514,C96-2144
K-1514,D14-1077
K-1514,E06-1012
K-1514,E93-1066
K-1514,E95-1034
K-1514,I08-7009
K-1514,P05-2013
K-1514,P09-2069
K-1514,P10-1047
K-1514,P11-3019
K-1514,P13-3001
K-1514,P14-2019
K-1514,P92-1044
K-1514,P95-1044
K-1514,W04-0409
K-1514,W07-0704
K-1514,W07-1519
K-1514,W09-3006
K-1514,W10-1832
K-1514,W11-0903
K-1514,W13-4915
K-1514,W14-4420
K-1514,W14-4916
K-1514,W94-0314
K-1514,W96-0311
K-1514,W96-0409
K-1514,W98-1221
K-1515,D10-1116
K-1516,P08-4001
K-1516,P84-1064
K-1516,P95-1009
K-1516,W09-0109
K-1516,W09-3948
K-1516,W12-1609
K-1516,W12-1626
K-1516,W12-1812
K-1517,C10-1084
K-1517,N15-1102
K-1517,P05-1071
K-1517,W98-1002
K-1518,H89-1041
K-1518,W00-0737
K-1518,W03-1711
K-1519,P14-2083
K-1519,W04-1904
K-1520,D16-1122
K-1520,P09-1110
K-1521,C94-1009
K-1521,H91-1026
K-1521,P91-1023
K-1521,P93-1001
K-1521,P93-1004
K-1521,W02-0902
K-1521,W03-0301
K-1521,W03-0320
K-1521,W05-0809
K-1521,W05-0815
K-1521,W05-0827
K-1521,W06-1008
K-1521,W06-3120
K-1522,C82-2034
K-1522,H05-1065
K-1522,W97-1106
K-1523,P82-1022
K-1524,A94-1027
K-1524,C00-1022
K-1524,C08-1026
K-1524,C10-2158
K-1524,C14-1010
K-1524,C14-1153
K-1524,C14-1217
K-1524,C69-2401
K-1524,C88-2151
K-1524,C90-2024
K-1524,C90-2026
K-1524,C90-2041
K-1524,C90-3035
K-1524,C92-2070
K-1524,C96-1018
K-1524,D09-1126
K-1524,D09-1155
K-1524,D10-1035
K-1524,D11-1134
K-1524,D12-1086
K-1524,E14-1027
K-1524,E91-1013
K-1524,E93-1016
K-1524,H89-2014
K-1524,J88-2003
K-1524,N15-1181
K-1524,P04-1002
K-1524,P04-1082
K-1524,P08-1022
K-1524,P10-1132
K-1524,P11-2046
K-1524,P13-1065
K-1524,P14-1101
K-1524,P85-1021
K-1524,P97-1006
K-1524,W03-2907
K-1524,W04-0101
K-1524,W04-2506
K-1524,W06-1520
K-1524,W08-2112
K-1524,W09-2201
K-1524,W10-0212
K-1524,W10-2922
K-1524,W11-0417
K-1524,W11-0602
K-1524,W12-0401
K-1524,W12-1912
K-1524,W12-1914
K-1524,W12-2309
K-1524,W13-1011
K-1524,W14-1620
K-1524,W93-0106
K-1524,W97-0203
K-1524,W98-0507
K-1524,W98-1108
K-1524,X96-1033
K-1525,X96-1022
K-1526,C00-1019
K-1526,C86-1070
K-1527,W09-3035
K-1528,W07-0907
K-1528,W10-2704
K-1528,W11-0801
K-1529,W14-2207
K-1530,E93-1007
K-1531,C92-2109
K-1531,N07-1003
K-1531,W07-0705
K-1531,W14-4325
K-1531,W91-0201
K-1532,C86-1149
K-1532,E85-1033
K-1532,P06-2018
K-1532,W07-1212
K-1532,W08-1112
K-1533,C08-4001
K-1533,C14-2023
K-1533,D14-1006
K-1533,D16-1129
K-1533,E12-1054
K-1533,E12-1056
K-1533,E12-1059
K-1533,E14-1008
K-1533,N13-1133
K-1533,P13-1134
K-1533,P13-4001
K-1533,P14-5016
K-1533,P15-4003
K-1533,S12-1059
K-1533,S14-2126
K-1533,W02-1106
K-1534,D16-1239
K-1534,P14-2118
K-1534,W08-0316
K-1535,P98-2247
K-1536,C82-2051
K-1537,C10-1140
K-1537,C86-1042
K-1537,C88-2089
K-1537,D07-1032
K-1537,E83-1013
K-1537,E83-1023
K-1537,J79-1052
K-1537,N10-3001
K-1537,P12-1081
K-1537,P14-3007
K-1537,P15-1108
K-1537,P85-1014
K-1537,P85-1023
K-1537,P86-1013
K-1537,P92-1003
K-1538,W09-1906
K-1539,W00-1316
K-1540,C02-1098
K-1540,C10-2072
K-1540,C92-3167
K-1540,D16-1143
K-1540,D16-1204
K-1540,H91-1038
K-1540,N04-3005
K-1540,N04-4023
K-1540,N06-2028
K-1540,N07-1068
K-1540,N07-2010
K-1540,N15-1017
K-1540,P06-2097
K-1540,P08-1015
K-1540,P13-1006
K-1540,P13-1096
K-1540,P14-1122
K-1540,P14-2061
K-1540,P14-6003
K-1540,P98-2135
K-1540,S14-1016
K-1540,W03-2116
K-1540,W12-0105
K-1540,W12-0504
K-1540,W12-1522
K-1540,W12-1806
K-1540,W13-1302
K-1540,W13-2122
K-1540,W14-0207
K-1540,W14-4102
K-1540,W14-4106
K-1540,W14-4711
K-1540,W14-5413
K-1540,W98-0205
K-1541,H91-1049
K-1541,I08-2135
K-1541,P10-1007
K-1541,P10-1104
K-1541,P15-2085
K-1541,W14-2519
K-1541,W14-2704
K-1542,A00-1042
K-1542,C69-0301
K-1542,C96-1087
K-1542,P03-2007
K-1542,P06-1008
K-1542,P08-1106
K-1542,P13-2005
K-1542,P85-1037
K-1542,P88-1025
K-1542,P94-1036
K-1542,P99-1045
K-1542,W00-1106
K-1542,W02-1810
K-1542,W03-1611
K-1542,W06-0804
K-1542,W06-1658
K-1542,W09-1123
K-1542,W10-1611
K-1542,W14-0615
K-1542,X96-1017
K-1543,A88-1001
K-1543,C02-1098
K-1543,E09-2014
K-1543,N10-1064
K-1543,P06-4013
K-1543,P07-1128
K-1543,P07-2003
K-1543,P12-3025
K-1543,P14-6003
K-1543,W00-0410
K-1543,W01-1017
K-1543,W04-1702
K-1543,W04-2901
K-1543,W98-0205
K-1543,W99-0404
K-1544,C82-2046
K-1544,D13-1171
K-1544,W11-1715
K-1544,W14-5806
K-1545,W10-3214
K-1545,W14-0904
K-1546,P11-2031
K-1547,I08-1067
K-1547,I08-2099
K-1547,I08-3016
K-1547,I08-3017
K-1547,I08-5012
K-1547,I08-5014
K-1547,I08-7002
K-1547,I08-7008
K-1547,J97-2005
K-1547,N04-2001
K-1547,P00-1077
K-1547,P06-1082
K-1547,P08-1056
K-1547,P13-2048
K-1547,P93-1047
K-1547,W02-1202
K-1547,W06-1205
K-1547,W09-1603
K-1547,W09-3030
K-1547,W09-3512
K-1547,W10-4001
K-1547,W11-2307
K-1547,W12-3152
K-1547,W14-5312
K-1548,H01-1032
K-1548,P13-1130
K-1548,W13-2603
K-1549,A00-1020
K-1549,A97-2013
K-1549,C08-1121
K-1549,C10-1031
K-1549,C10-1055
K-1549,C10-1068
K-1549,C10-2114
K-1549,C10-2121
K-1549,C10-2125
K-1549,C14-1003
K-1549,C14-1070
K-1549,C14-1201
K-1549,D07-1052
K-1549,D07-1057
K-1549,D08-1031
K-1549,D08-1067
K-1549,D08-1069
K-1549,D09-1101
K-1549,D09-1102
K-1549,D09-1103
K-1549,D09-1120
K-1549,D09-1128
K-1549,D10-1048
K-1549,D12-1045
K-1549,D12-1113
K-1549,D12-1114
K-1549,D13-1027
K-1549,D13-1028
K-1549,D13-1029
K-1549,D13-1057
K-1549,D13-1203
K-1549,D14-1151
K-1549,D14-1221
K-1549,D14-1225
K-1549,D16-1245
K-1549,E06-2015
K-1549,E09-3006
K-1549,E14-3006
K-1549,E14-4043
K-1549,E14-4045
K-1549,H05-1003
K-1549,H05-1004
K-1549,I05-1063
K-1549,I08-4004
K-1549,J00-4005
K-1549,J01-4004
K-1549,J10-4004
K-1549,J14-2004
K-1549,M98-1022
K-1549,M98-1029
K-1549,N01-1007
K-1549,N04-1002
K-1549,N06-1025
K-1549,N06-2010
K-1549,N07-1010
K-1549,N07-1011
K-1549,N07-1030
K-1549,N09-1065
K-1549,N09-2039
K-1549,N09-2051
K-1549,N09-3001
K-1549,N10-1061
K-1549,N12-1055
K-1549,N12-1090
K-1549,N13-1110
K-1549,N13-2001
K-1549,N15-1002
K-1549,N15-1082
K-1549,N15-1116
K-1549,N15-1117
K-1549,N15-3002
K-1549,P02-1014
K-1549,P03-2012
K-1549,P04-1018
K-1549,P04-1020
K-1549,P04-1076
K-1549,P05-1020
K-1549,P05-1051
K-1549,P06-2060
K-1549,P07-1068
K-1549,P07-1107
K-1549,P08-1096
K-1549,P08-2011
K-1549,P08-2012
K-1549,P08-4003
K-1549,P09-1047
K-1549,P09-1074
K-1549,P09-5006
K-1549,P10-1142
K-1549,P10-1143
K-1549,P10-1144
K-1549,P10-2029
K-1549,P11-1080
K-1549,P11-1082
K-1549,P12-1040
K-1549,P12-1041
K-1549,P13-1012
K-1549,P13-1049
K-1549,P13-2015
K-1549,P13-3012
K-1549,P14-2005
K-1549,P14-5002
K-1549,P15-1136
K-1549,P15-1137
K-1549,P15-1138
K-1549,P15-2014
K-1549,P15-4005
K-1549,P15-4011
K-1549,P16-1216
K-1549,P16-3010
K-1549,P98-1012
K-1549,P98-2172
K-1549,S10-1001
K-1549,S10-1017
K-1549,S10-1018
K-1549,S10-1019
K-1549,S10-1020
K-1549,S10-1021
K-1549,S12-1002
K-1549,T78-1012
K-1549,W02-1008
K-1549,W03-1902
K-1549,W04-0705
K-1549,W06-0106
K-1549,W06-1633
K-1549,W07-1522
K-1549,W09-2411
K-1549,W09-3208
K-1549,W10-3909
K-1549,W10-3910
K-1549,W10-4305
K-1549,W11-0210
K-1549,W11-1811
K-1549,W11-1813
K-1549,W11-1814
K-1549,W11-1823
K-1549,W11-1901
K-1549,W11-1902
K-1549,W11-1903
K-1549,W11-1904
K-1549,W11-1906
K-1549,W11-1907
K-1549,W11-1909
K-1549,W11-1910
K-1549,W11-1911
K-1549,W11-1912
K-1549,W11-1913
K-1549,W11-1915
K-1549,W11-1917
K-1549,W11-1918
K-1549,W11-1920
K-1549,W11-1921
K-1549,W11-1922
K-1549,W11-2035
K-1549,W12-1512
K-1549,W12-2409
K-1549,W12-2414
K-1549,W12-4501
K-1549,W12-4502
K-1549,W12-4504
K-1549,W12-4506
K-1549,W12-4508
K-1549,W12-4509
K-1549,W12-4511
K-1549,W12-4512
K-1549,W12-4513
K-1549,W12-4515
K-1549,W12-4516
K-1549,W13-1201
K-1549,W13-1203
K-1549,W13-2313
K-1549,W13-3517
K-1549,W14-1104
K-1549,W14-2910
K-1549,W14-4902
K-1549,W97-1311
K-1549,W98-0203
K-1549,W99-0104
K-1549,W99-0110
K-1549,W99-0201
K-1549,W99-0211
K-1549,W99-0213
K-1549,W99-0611
K-1549,W99-0634
K-1549,X96-1034
K-1549,X98-1005
K-1549,X98-1010
K-1550,C80-1047
K-1550,E06-1025
K-1551,A97-1011
K-1551,C94-2163
K-1551,J94-3000
K-1551,J94-3011
K-1551,J94-3012
K-1551,N10-1034
K-1551,W14-2212
K-1552,W91-0116
K-1553,C67-1003
K-1553,C69-3501
K-1553,C82-2042
K-1553,E85-1022
K-1554,C90-3093
K-1554,P84-1072
K-1554,W98-1116
K-1555,C04-1092
K-1555,D14-1094
K-1555,N07-4004
K-1555,N09-2023
K-1555,P06-2081
K-1555,P13-3014
K-1555,W07-1429
K-1555,W11-2043
K-1555,W13-4054
K-1555,W14-2501
K-1556,H89-1009
K-1556,I05-1082
K-1556,W06-2113
K-1556,W96-0309
K-1557,J87-1003
K-1557,J87-1006
K-1557,W12-4512
K-1558,E99-1008
K-1559,P00-1004
K-1560,C92-3141
K-1560,P14-2114
K-1560,W09-3530
K-1561,C67-1005
K-1561,C67-1021
K-1561,C67-1030
K-1561,C67-1035
K-1561,C69-2001
K-1561,C69-2701
K-1561,C69-4301
K-1561,C69-5301
K-1561,C73-1019
K-1561,C73-2011
K-1561,C73-2018
K-1561,C82-1044
K-1561,C82-1064
K-1561,C82-2060
K-1561,C86-1069
K-1561,C86-1095
K-1561,C86-1101
K-1561,C88-2146
K-1561,C92-1003
K-1561,C92-1005
K-1561,C92-2066
K-1561,C92-3133
K-1561,C92-3135
K-1561,C92-3148
K-1561,C92-3151
K-1561,C92-3166
K-1561,J79-1019
K-1561,P84-1057
K-1561,P98-1049
K-1561,W12-1101
K-1561,W12-1103
K-1561,W12-1104
K-1561,W12-1105
K-1561,W12-1106
K-1561,W12-1107
K-1561,W12-1201
K-1561,W12-1202
K-1561,W12-1203
K-1561,W12-1204
K-1561,W12-1208
K-1561,W12-1301
K-1561,W12-1302
K-1561,W12-1303
K-1561,W12-1304
K-1561,W12-1306
K-1561,W12-1310
K-1561,W12-1403
K-1561,W12-1404
K-1561,W12-1406
K-1561,W98-1003
K-1561,W98-1006
K-1562,C73-1011
K-1562,E99-1041
K-1562,J92-3004
K-1563,C14-1001
K-1563,C14-1146
K-1563,C14-1191
K-1563,S14-2054
K-1563,S14-2057
K-1563,S14-2063
K-1563,S14-2068
K-1563,S14-2071
K-1563,S14-2089
K-1563,S14-2101
K-1563,S14-2110
K-1563,S14-2117
K-1563,S14-2144
K-1563,S14-2149
K-1564,C82-2006
K-1564,C82-2018
K-1564,C88-2084
K-1564,C96-1058
K-1564,J79-1012
K-1564,P98-2215
K-1565,C94-2146
K-1566,C88-1033
K-1566,P10-2051
K-1566,W09-3835
K-1567,C94-2167
K-1567,I05-4009
K-1567,Q13-1028
K-1567,W14-0813
K-1568,W14-4108
K-1569,A94-1044
K-1569,C14-1029
K-1569,C92-4208
K-1569,C92-4209
K-1569,C94-1055
K-1569,D16-1194
K-1569,E06-2022
K-1569,E14-4022
K-1569,E85-1026
K-1569,E93-1011
K-1569,H90-1001
K-1569,I05-2012
K-1569,I05-2020
K-1569,J85-2001
K-1569,M95-1016
K-1569,P98-1082
K-1569,W03-1801
K-1569,W04-1802
K-1569,W06-1703
K-1569,W12-0305
K-1569,W12-2037
K-1569,W98-1005
K-1569,W99-0605
K-1570,C92-1036
K-1570,W10-0727
K-1571,C10-2059
K-1571,D09-1060
K-1571,P06-2004
K-1571,P07-1049
K-1571,P08-1068
K-1571,P08-2032
K-1571,P10-1002
K-1571,W03-0435
K-1571,W11-1721
K-1572,C04-1060
K-1572,D11-1083
K-1572,D14-1180
K-1572,P95-1005
K-1572,W04-3228
K-1572,W11-2021
K-1573,C14-2020
K-1573,D12-1035
K-1573,E09-2005
K-1573,W04-0603
K-1573,W04-0605
K-1573,W08-1118
K-1573,W09-0602
K-1573,W09-2703
K-1573,W10-0910
K-1573,W10-1820
K-1573,W13-2112
K-1573,W14-1407
K-1573,W14-4405
K-1574,A00-1013
K-1574,C14-3006
K-1574,C80-1092
K-1574,J10-3003
K-1574,J10-4018
K-1574,J79-1047
K-1574,P15-1043
K-1574,W12-2014
K-1574,W13-4050
K-1575,C10-2162
K-1575,D07-1027
K-1575,D16-1072
K-1575,I08-4019
K-1575,N13-1125
K-1575,P12-1025
K-1575,P12-1071
K-1575,P13-2019
K-1575,P13-2105
K-1575,P14-1069
K-1575,W03-1025
K-1575,W09-3825
K-1576,C04-1200
K-1576,C08-1101
K-1576,C08-1103
K-1576,C08-1104
K-1576,C08-2002
K-1576,C10-1031
K-1576,C10-1059
K-1576,C10-1103
K-1576,C10-2036
K-1576,C10-2090
K-1576,C10-2167
K-1576,C14-1064
K-1576,D07-1114
K-1576,D09-1018
K-1576,D09-1131
K-1576,D10-1006
K-1576,D10-1101
K-1576,D11-1123
K-1576,D12-1014
K-1576,D12-1122
K-1576,D12-1123
K-1576,D14-1080
K-1576,D14-1125
K-1576,D16-1022
K-1576,D16-1059
K-1576,D16-1060
K-1576,E06-1025
K-1576,E09-2002
K-1576,E12-1033
K-1576,H05-1045
K-1576,H05-1116
K-1576,I05-2011
K-1576,I05-2030
K-1576,I08-1038
K-1576,J11-1002
K-1576,J13-3002
K-1576,N06-1026
K-1576,N07-1039
K-1576,N07-4010
K-1576,N09-1055
K-1576,N09-3013
K-1576,N10-1121
K-1576,N10-3009
K-1576,N12-3002
K-1576,N13-1053
K-1576,N13-1081
K-1576,P07-1053
K-1576,P07-2023
K-1576,P09-1083
K-1576,P09-2040
K-1576,P09-2079
K-1576,P10-1059
K-1576,P10-1139
K-1576,P10-1141
K-1576,P10-2049
K-1576,P10-2050
K-1576,P11-1032
K-1576,P11-1034
K-1576,P11-2018
K-1576,P11-2019
K-1576,P11-2101
K-1576,P13-1161
K-1576,P13-1172
K-1576,P13-1173
K-1576,P13-2092
K-1576,P13-2144
K-1576,P14-1030
K-1576,P14-1031
K-1576,P14-1032
K-1576,P14-1118
K-1576,P15-1040
K-1576,P15-1060
K-1576,P15-2126
K-1576,P16-1087
K-1576,P16-2004
K-1576,P16-2065
K-1576,S10-1099
K-1576,S13-2054
K-1576,S13-2062
K-1576,S14-2099
K-1576,S14-2100
K-1576,S14-2148
K-1576,W03-1017
K-1576,W06-0301
K-1576,W06-0302
K-1576,W06-0306
K-1576,W06-1651
K-1576,W08-0122
K-1576,W09-3210
K-1576,W09-3723
K-1576,W10-1801
K-1576,W10-2315
K-1576,W10-2910
K-1576,W10-3209
K-1576,W10-3309
K-1576,W10-4119
K-1576,W10-4121
K-1576,W11-0308
K-1576,W11-0311
K-1576,W11-0323
K-1576,W11-1716
K-1576,W11-1722
K-1576,W11-1724
K-1576,W12-0403
K-1576,W12-3702
K-1576,W12-3802
K-1576,W13-1610
K-1576,W13-1613
K-1576,W13-2404
K-1576,W14-2606
K-1576,W14-2618
K-1576,W14-2625
K-1576,W14-3623
K-1576,W14-5905
K-1577,A97-2018
K-1577,C08-1050
K-1578,I08-3013
K-1578,N12-1088
K-1578,X98-1012
K-1579,C00-2147
K-1579,E95-1010
K-1579,J91-1008
K-1579,N04-4025
K-1579,W00-0201
K-1579,W04-2709
K-1580,J93-2006
K-1580,P06-1085
K-1580,P10-1120
K-1580,P92-1006
K-1580,W05-1510
K-1581,P07-1127
K-1581,W08-0907
K-1581,W10-4236
K-1582,W07-2075
K-1583,C88-1082
K-1583,D11-1020
K-1583,E85-1029
K-1583,E99-1026
K-1583,P03-1066
K-1583,P06-2042
K-1583,P10-3004
K-1583,P14-5014
K-1583,S12-1073
K-1583,W00-1303
K-1583,W04-1511
K-1583,W08-1303
K-1583,W10-1811
K-1584,C08-1001
K-1584,C14-1198
K-1584,C92-2093
K-1584,C92-3131
K-1584,C94-1013
K-1584,D16-1014
K-1584,I05-1029
K-1584,I08-1065
K-1584,J79-1038
K-1584,J79-1082
K-1584,P00-1043
K-1584,P08-2045
K-1584,P13-1170
K-1584,P14-3002
K-1584,P16-1135
K-1584,S12-1052
K-1584,W03-1210
K-1584,W04-2309
K-1584,W05-0306
K-1584,W10-4312
K-1584,W11-2208
K-1584,W13-4004
K-1584,W14-0702
K-1584,W14-0703
K-1584,W14-0704
K-1584,W14-0705
K-1584,W14-0706
K-1584,W14-0707
K-1584,W94-0313
K-1585,J08-4001
K-1585,P15-1123
K-1586,A00-2029
K-1586,C00-2122
K-1586,C04-1047
K-1586,C10-2140
K-1586,C10-2155
K-1586,H05-1096
K-1586,I08-1024
K-1586,J07-1003
K-1586,M91-1012
K-1586,N04-4028
K-1586,N07-1035
K-1586,N12-1068
K-1586,N13-3003
K-1586,P04-2008
K-1586,P08-2055
K-1586,P10-1062
K-1586,P11-1022
K-1586,P14-1030
K-1586,P14-2013
K-1586,W04-2305
K-1586,W04-2321
